signatur,urheber,urheber_idn,titel,zusatztitel,technik,ort,verlag,jahr,blattmass,bildmass,reihe,preis,schlagwort,bemerkung,bemerkung2
Kbl 1959 C 202,,,Stahltriebwerk II,Grafiker: Fritz Hampel. Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1959,860 x 1220,620 x 1080,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
1925 T 16-4194,,,Unter der Straße,[Grafiker]: E. Hohrath,Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1968,640 x 920,550 x 870,"Der Neue Schulmann, Nr 4194","8.- DM (BRD), für Abonn. 6.- DM",Technik,,
Kbl 66 C 30,,,"Strömungsgetriebe GSR 12/5,1",[Grafiker:] Kubowsky,Mehrfarb. Offsetdruck,[Berlin],Schulverwaltg d. Minist. Für Verkehrswesen,1966,700 x 1000,575 x 725,,Preis nicht mitgeteilt,Technik,,
Kbl 1956 C 199,,,"Tabluriereinrichtung der Schreibmaschine ""Ideal 10""",Autor: Wolfgang Hürrig. Graphiker: Wilhelm Sommer,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1956,750 x 1040,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1964 C 54,,,Tastbügelregler,Grafiker: Richard Dabers. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1964,1220 x 860,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1955 C 209,,,Technik der Atlasbindung,[Graph. Gest.:] Fritz Hampel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1955,1130 x 840,,,"10,65 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1955 C 211,,,Technik der Körperbindung,[Graph. Gest.:] Fritz Hampel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1955,1180 x 840,,,"10,65 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1955 C 213,,,Technik der Leinwandbindung,[Graph. Gest.:] Fritz Hampel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1955,1180 x 840,,,"10,65 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1960 C 129,,,Hydraulischer Teleskop-Stoßdämpfer,Grafiker: Kurt Eigler. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1230 x 860,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1962 C 21,,,Elektrische Temperaturregalanlage mit Hilfsenergie,Grafiker: Fritz Hampel. Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1962,855 x 1215,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1963 C 91,,,Transformatorenüberwachungsrelais,"Graf.: Kurt Eigler. Autor: Harry Fell. Hrsg. Vom Dt. Pädagog. Zentralinst., Dt. Zentralinst. F. Lehrmittel",Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1963,860 x 1220,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1959 C 205,,,Trocken-Beizautomat,Grafiker: Rudi Lehmann. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1959,860 x 1215,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1959 C 45,,,Trockengleichrichter,Grafiker: R[ichard] Dabers. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1959,1220 x 860,,,"6,90 DM; Gewebeaufzug mit Stäben 15,90 DM; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1964 C 55,,,Rotierende Umformer,Grafiker: K. Eigler. Autor. H. Fell. Hrsg. Vom Dt. Pädagog. Zentralinstitut,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1964,860 x 1220,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
1925 T 16,"Umlauf, M.",,Im Stahlwerk (Martinofen),,Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1954,920 x 640,770 x 600,Der Neue Schulmann [Lfg 14] Nr 4062,5.- DM (BRD); Lfg 14 (4 Bl. Mit Textheft) 16.- DM,Technik,,
Kbl 1959 C 125,,,Unter-Schienen-Schweissen,Grafiker: F. Hampel. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1959,1220 x 860,,Lichtbogenschweißen. IV,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1960 C 30,,,Verarbeitung d. Erdöls,[auf 2 Bl. Gedr] Grafiker: Fritz Hampel. Hrsg. Vom. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1959,860 x 1220,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1964 C 13,,,Verschleißschutzspritzen,Grafiker: A. Jagemann. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1964,860 x 1220,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1971 C 75,,,Waagerecht-Stoßmaschine,Grafiker: R. Dabers,Einfarb. Offsetdruck,Berlin,Volk und Wissen,1971,850 x 1150,,,"Rohbogen, PVC beschichtet 3,30 DM; mit Stäbchen versehen 8,70 DM",Technik,,
Kbl 1955 C 208,,,Wärmeschutz im Hochbau,Taf. 1. Wärmedämmgebiete nach DIN 4108,Offsetdruck,Berlin,Volk und Wissen,1955,1200 x 840,,,"6,75 DM; Gewebeaufzug mit Stäben 14,70 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1956 C 29,,,Wärmeschutz im Hochbau,Taf. 2. Wärmestandsverlauf in verschiedenen Wandarten. Grafiker: Hans Groebe,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1956,1200 x 850,,,"10,65 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1956 C 28,,,Wärmeschutz im Hochbau,Taf. 3. Wanddicken annähernd gleicher Wärmedämmung nach DIN 4108. Grafiker: Hans Groebe,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1956,1200 x 850,,,"10,65 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
25 T 16-4166,,,Im Walzwerk,[nach e. Farbaufn.],Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1966,640 x 920,605 x 860,Der Neue Schulmann [Lfg 38] Nr 4166,"Für Abonn. D. Neuen Schulmanns 5,50 DM (BRD)",Technik,mit Textheft,
Kbl 1956 C 98,,,"Wagenschaltwek der Schreibmaschine, dargest. Am Typ ""Ideal 10""",Autor: Wolfgang Hürrig. Graphiker: Wilhelm Sommer,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1956,750 x 1040,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1961 C 109,,,Warum strebt man in der Starkstromtechnik die Erzeugung einer sinusförmigen Wechselspannung an?,[auf 2 Bl. Gedr.] Autor: Dr. Karl Geiger. Grafiker: Fritz Hampel. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1961,1228 x 890,1150 x 830,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1955 C 309,,,Webstuhlgestell mit Antrieb,Autor: Albert Meisel. Graf. Gest.: Fritz Hampel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1955,860 x 1215,,,"15,65 DM ; Gewebeaufzug mit Stäben 25.-; Versorgg d. Kindergärten, Schulen und Berufsschulen durch den Verlag zu Schulabgabepreisen",Technik,,
Kbl 1960 C 242,,,Wechselspannungserzeuger I.,Grafiker: Fritz Hampel. Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,860 x 1215,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1960 C 223,,,Wechselspannungserzeuger II.,Grafiker: Fritz Hampel. Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1215 x 855,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1955 C 304,,,Werdegang der PeCe-Faser,Graf. Gest.: Fritz Hampel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1955,760 x 1190,655 x 1050,,"15,65 DM ; Gewebeaufzug mit Stäben 25.-; Versorgg d. Kindergärten, Schulen und Berufsschulen durch den Verlag zu Schulabgabepreisen",Technik,,
Kbl 1960 C 225,,,Werkstättenfertigung,Grafiker: H. Grothmann. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,840 x 1190,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1958 C 83,,,Kerbschlagprüfung,,,Berlin,Volk und Wissen,1958,,,,,Technik,Werkstoffprüfung,
Kbl 1958 C 80,,,Brinell-Härteprüfung,,,Berlin,Volk und Wissen,,,,,,Technik,Werkstoffprüfung,
Kbl 1961 C 8,,,Wie erreicht man in der Starkstromtechnik eine sinusförmige Wechselspannung?,Autor: Dr. Karl Geiger. Grafiker: Fritz Hampel. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1225 x 890,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 66 A 9,,,Wobrazowe scehi za serbsku wucbu w 5,leniku B-sulow. [Hrsg. Von e. Kollektiv] wudola w nadawku Ministerstwa zu ludowe kublanje,Strichätzung,Budysin [Bautzen],Domowina-Verlag,1965,205 x 290,,,"3,60 DM",Technik,18 Taf.,
Kbl 1959 C 218,,,Verfahren zur Herstellung d. Acrylnitrils,,,Berlin,Volk und Wissen,,,,,,Technik,Wolcrylon,
Kbl 1959 C 217,,,Herstellung u. Verspinnung d. Polyacrylnitril,,,Berlin,Volk und Wissen,,,,,,Technik,Wolcrylon,
Kbl 1958 C 75,,,Zahnstangenlenkung I.,(Schräge Verzahnung) Autor: Hermann lein. Grafiker: Wilhelm Sommer.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1958,1225 x 860,,,Preis nach Anfrage,Technik,,
Kbl 1958 C 145,,,Zahnstangenlenkung II.,(Gerade Verzahnung) Autor: Hermann Klein. Grafiker: Wilhelm Sommer. Hrsg. Vom Dt. Zentralinst.f Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1958,1215 x 860,,,"7,90 DM; Gewebeaufzug mit Stäben 17,20 DM; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1955 C 130,,,Zusatzgeräte zur Bodenfräse Typ 20,[Zeichng:] Alex Richter,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1966 C 4,,,Zustandsschaubild Eisen-Kohlenstoff,Grafiker: R. Dabers. Hrsg. Vom. Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,860 x 1220,730 x 1035,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Technik,,
Kbl 1977 A 1,,,Bekanntmachen mit bestimmten Tieren,Bildkarten. Grafiker: M.-L. Gubig. [Hrsg.]: Akademie d. pädagog. Wissenschaften der DDR,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1976,105 x 145,,,8.- DM,Tiere,100 Bildkarten,
Kbl 1968 C 44,,,Horde der Prokonsulaffen,Grafiker: H[einz] Dost. Hrsg. V. Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1968,860 x 1220,710 x 1055,,"Rohbogen 6.- DM, auf Lwd aufgez. 16,90 DM",Tiere,Affe,
1925 T 16,,,Bilder aus dem Vogelleben,"Dorngrasmücke. Kirschkernbeißer. Buntspecht. Kuckuck. Orig.-Aufnahmen von E. Schuhmacher, G. Schützenhofer u. W. Wissenbach",Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1954,920 x 640,,Der Neue Schulmann [Lfg 13] Nr 4059,je Lfg (4 Bilder mit Textheft) 16.- DM (BRD); einzeln 5.- DM (BRD),Tiere,4 Bilder je 400 x 275,
Kbl 1955 C 110,"Siebert, Ann",121280179,Haustiere auf der Wiese,,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,685 x 1035,,"Gewebeaufzug mit Stäben 15.- DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
Kbl 1964 B 8,,,Applikationen: Tiere,"Grafiker: Sigrid Tauchelt. Hrsg. Vom Dt. Pädagog. Zentralinst., Dt. Zentralinst. F. Lehrmittel",Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1964,,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,1 Bl. 841 x 594 ; 20 Taf. 350 x 250,
Kbl 1959 B 49,,,Geschützte Tiere,Graphiker: Horst Link. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1959,280 x 410,185 x 310 u. versch. Gr.,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,in Mappe; 24 Taf.,
Kbl 1962 B 30,,,Geschützte Tiere II,Grafiker: Eveline Bobbe. Hrsg. Vom. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1962,280 x 410,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,in Mappe; 24 Taf.,
Kbl 1964 A 30,,,Tropische Tiere,Graphiker: Rudolf Engel-Hardt. Hrsg. Vom Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1964,330 x 200,,,15.- DM; Versorgung d. Kindergärten u. Schulen durch d. Verlag zu Schulabgabepreisen,Tiere,in Mappe; 8 Taf.,
Kbl 1956 C 40,,,Anschauungsbilder f. d. Vorschulerziehung,Tiere in Wald und Feld,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1956,420 x 595,395 x 550,,"7,50 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,in Umschlag; 4 Taf.,
Kbl 1980 B 18,,,Tiere haben Junge,Bildkarten. Autor: Erika Haase. Grafiker: Marie-Luise Gubig,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1979,,,,Preis nicht mitgeteilt,Tiere,"30 Bildkarten 295 x 420 , 10 Anschauungsbilder 105 x 145",
Kbl 1961 C 112,,,Tiere der Kreidezeit I.,Grafiker: Heinz Dost. Hrsg. Vom. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1961,870 x 1205,697 x 1060,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
Kbl 1961 C 115,,,Tiere der Kreidezeit II.,Grafiker: Heinz Dost. Hrsg. Vom. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1961,875 x 1210,705 x 1070,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
Kbl 1962 C 87,,,Urtiere,Grafiker: Heinz Dost. Hrsg. Vom. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1962,855 x 1220,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
Kbl 1944 C 24,"Sch[midt], H[ans]",,Adler,,Offsetdruck,Dresden,Meinhold,1944,100 x 695,855 x 605,"Meinholds Tierbild, Nr 4",3.- RM,Tiere,[3. Auflage],
Kbl 1944 C 1,"Payne, Karl",,[Bär],,Farb. Offsetdruck,Dresden,Meinhold,1943,695 x 905,610 x 850,"Meinholds Tierbild, Nr 6",3.- RM,Tiere,[3. Auflage],
Kbl 1955 C 52,Berkshire,,Taf. 1. [Sau.],[Zeichng:] Friedrich Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,[nebst] Erl.-Bl.,
Kbl 1955 C 53,Berkshire,,Taf. 2. [Eber.],[Zeichng:] Friedrich Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,[nebst] Erl.-Bl.,
1925 T 16,"Schumacher, E.",,Im Bienenstock,,Getönter Offsetdruck,Stuttgart,Der Neue Schulmann,1952,640 x 915,,"Der Neue Schulmann, Lfg 9 Nr 4040",6.- DM (BRD); in Lfg 9 (4 Bl. Mit Textheft) 16.- DM,Tiere,,
Kbl 1944 C 25,"W[eczerzick], A[lfred]",1037236297,Bisamratte,,Farb. Offsetdruck,Dresden,Meinhold,1944,1000 x 695,860 x 615,"Meinholds Tierbild, Nr 70",3.- RM,Tiere,[3. Auflage],
Kbl 1944 C 8,"Sch[midt], H[ans]",,[Bunt- und Grrünspecht],,Farb. Offsetdruck,Dresden,Meinhold,1943,695 x 900,595 x 845,"Meinholds Tierbild, Nr 132",3.- RM,Tiere,[2. Auflage],
Kbl 1955 C 64,Cornwall,,Taf. 1. [Sau],[Zeichng:] Friedrich Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,[nebst] Erl.-Bl.,
1925 T 16-4098,,,Dachs,Aufn.: A. Brook,Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1958,640 x 920,560 x 840,Der Neue Schulmann [Lfg 21] Nr 4098,6.- DM (BRD); f. Abonn. D. Neuen Schulmanns 4.- DM; Lfg 21 (4 Bl. Mit Textheft) 16.- DM,Tiere,,
1925 T 16-4322,,,Delphine,,Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1979,610 x 910,850 x 580,"Kosmos-Wandbild, Nr 4322",18.- DM (BRD),Tiere,,
Kbl 1955 C 63,Conwall,,Taf. 2. [Eber],[Zeichng:] Friedrich Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,[nebst] Erl.-Bl.,
Kbl 1955 C 143,,,Deutsches Edelschwein,Taf. 1. [Sau]. [Zeichng: Friedrich] Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,[nebst] Erl.-Bl.,
Kbl 1955 C 149,,,Deutsches Edelschwein,Taf. 2. [Eber]. [Zeichng: Friedrich] Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,[nebst] Erl.-Bl.,
Kbl 1943 C 12,"[Wagner, Karl]",,Eichhörnchen,,Farb. Offsetdruck,Dresden,Meinhold,1943,1000 x 700,850 x 605,"Meinholds Tierbild, Nr 48a",3.- RM,Tiere,[3. Auflage],
Kbl 1959 C 28,"Peuse, Hertha",,Im Tierpark [Eisbären],nach e. Orig.-Gemälde. Hrsg. Vom. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1958,860 x 1215,620 x 1055,,"6,10 DM; Gewebeaufzug mit Stäben 15.- DM; Versorgung d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
Kbl 1944 C 5,"Wagner, K[arl]",,[Eisbär],,Farb. Offsetdruck,Dresden,Meinhold,1943,900 x 695,860 x 505,"Meinholds Tierbild, Nr 74",3.- RM,Tiere,[3. Auflage],
Kbl 1944 C 14,"Schmidt, Hans",,Elch,[alces alces L],Farb. Offsetdruck,Dresden,Meinhold,1943,1035 x 743,965 x 675,[Meinholds Tierbild Nr] 157,"4,20 RM",Tiere,[2. Auflage],
Kbl 1944 C 45,"Wagner, K[arl]",,Der Elefant,,Farb. Offsetdruck,Dresden,Meinhold,1944,695 x 995,610 x 850,"Meinholds Tierbild, Nr 16",3.- RM,Tiere,[4. Auflage],
Kbl 1943 C 27,"[Schmidt, Hans]",,Enten,,Farb. Offsetdruck,Dresden,Meinhold,1943,700 x 1000,605 x 855,"Meinholds Tierbild, Nr 99",3.- RM,Tiere,[2. Auflage],
1925 T 16-4129,,,Fischadlerpaar am Horst,Aufn. V. G. Holzer,Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1962,640 x 920,585 x 855,Der Neue Schulmann [Lfg 29] Nr 4129,6.- DM (BRD); f. Abonn. D. Neuen Schulmanns 4.- DM; Lfg 29 (4 Bl. Mit Textheft) 16.- DM,Tiere,,
Kbl 1955 C 93,,,Fischreiher,[Zeichng: Friedrich] Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,650 x 985,,"4,40 DM; Gewebeaufzug mit Stäben 13,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
1925 T 16-4089,,,Fledermäuse,Aufn. V. E. Krause u. W. Wissenbach,Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1957,640 x 920,560 x 855,Der Neue Schulmann [Lfg 19] Nr 4089,6.- DM (BRD); f. Abnn. D Neuen Schulmannes 4.- DM; Lfg 19 (4 Bl. Mit Textheft) 16.- DM,Tiere,,
Kbl 1955 C 159,,,Flussbarsch,Perca fuviatilis. [Zeichng:] Curt Scholze,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,630 x 1135,Skelett-Tafeln d. Wirbeltiere. 1,"3,75 DM; Gewebeaufzu mit Stäben 11,25 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
Kbl 1961 C 6,,,Flußkrebs,Grafiker: Heinz Dost. Hrsg. Vom. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1960,1215 x 865,,,"Preis nach Anfrage; Versorgung d. Kindergärten, Schulen und Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
1925 T 16,,,Flußpferde,(nach e.) Aufn. Aus d. Krüger-Nationalpark in Nordtransvaal,Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1955,640 x 920,570 x 820,Der Neue Schulmann [Lfg 16] Nr 4072,5.- DM (BRD); Lfg 14 (4 Bl. Mit Textheft) 16.- DM,Tiere,,
Kbl 1944 C 38,"Fl[anderky], P[aul]",126950121,Die Forelle,,Farb. Offsetdruck,Dresden,Meinhold,1944,700 x 1000,600 x 850,"Meinholds Tierbild, Nr 131",3.- RM,Tiere,[3. Auflage],
Kbl 1955 C 124,,,Gelbes Frankenvieh,Taf. 1. [Kuh.] [Zeichng:] Friedrich Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,[nebst] Erl.-Bl.,
Kbl 1955 C 125,,,Gelbes Frankenvieh,Taf. 2. [Bulle.] [Zeichng:] Friedrich Reimann,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1954,840 x 1180,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,[nebst] Erl.-Bl.,
Kbl 1959 C 17,,,Gelbes Frankenvieh,[Zeichnung:] Friedrich Reimann. Taf. II,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1958,860 x 1215,,,"9,40 DM; Gewebeaufzug mit Stäben 18,75 DM; Versorgg d. Kindergärten, Schulen u. Berufsschulen durch d. Verlag zu Schulabgabepreisen",Tiere,,
1925 T 16,,,Füchsin mit Jungen,Aufn.: J. Roedle,Mehrfarb. Offsetdruck,Stuttgart,Der Neue Schulmann,1959,640 x 920,555 x 785,Der Neue Schulmann [Lfg 23] Nr 4104,6.- DM; f. Abonn. D. Neuen Schulmanns 4.- DM,Tiere,,
Kbl 1944 C 3,"Wagner, K[arl]",,[Fuchs],,Farb. Offsetdruck,Dresden,Meinhold,1943,1000 x 695,850 x 505,"Meinholds Tierbild, Nr 26",3.- RM,Tiere,[3. Auflage],
