signatur,urheber,idn,titel,zusatz,bem2,ort,verlag,entstehung,blatt,bild,reihe,preis,schlagwort,bemerkung,technik,motiv,idn_technik,mappe,grafiker,hrsg,hrsg2
Kbl 1965 C 49,"Stengel, Gerhard",118617680,Nach dem Regen,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,475 x 555,390 x 500,,10.- DM (DDR),"Flachland, Bezeichnete Landschaften",,Offsetdruck,!962679267!,41333357,,,,
Kbl 1965 C 50,"Gogh, Vincent van",118540416,"Restaurant ""Siréne""",,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,475 x 555,400 x 480,,10.- DM (DDR),Verschiedenes,,Offsetdruck,,41333357,,,,
Kbl 1965 C 53,"Rosenhauer, Theodor",118870904,Sonnenrose und Malven,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1965,720 x 420,600 x 320,Gradus-Blätter. G 3272,18,"Blumenbilder, Sonnenblumen",,Lichtdruck,!941234398!,42736064,,,,
Kbl 1965 C 54,"Womacka, Walter",118635123,Frühling am Achterwasser,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1965,620 x 820,500 x 720,Gradus-Blätter. G 3279,26,"Meer, Bezeichnete Motive",,Lichtdruck,!041692357!,42736064,,,,
Kbl 1965 C 55,"Pusch, Richard",1013254678,Zebras,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1965,430 x 870,300 x 750,Gradus-Blätter. G 3273,20,"Tierbilder, Zebra",,Lichtdruck,!1023938960!,42736064,,,,
Kbl 1965 C 56,"Pusch, Richard",1013254678,Hafen am Abend,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1965,430 x 870,300 x 750,"Gradus-Blätter, G 3274",20.- DM (DDR),Hafen,,Lichtdruck,!042555655!,42736064,,,,
Kbl 1965 C 57,"Tetzner, Heinz",118621424,Vollmond am Bodden,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1965,820 x 530,700 x 430,Gradus-Blätter. G 3270,24,"Meer, Bezeichnete Motive",,Lichtdruck,!041692357!,42736064,,,,
Kbl 1965 C 58,"Bondzin, Gerhard",118816675,Eishockey,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1965,615 x 750,500 x 660,"Gradus-Blätter, G 3278",24.- DM (DDR),Sport,,Lichtdruck,!041242378!,42736064,,,,
Kbl 1965 C 59,"Sprotte, Siegward",118752324,Stachelginster,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1965,710 x 910,600 x 820,Gradus-Blätter G 3271,30,"Blumenbilder, Flieder",,Lichtdruck,!952728265!,42736064,,,,
Kbl 1965 C 60,"Heller, Bert",118710133,Mädchen im Duschraum,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1965,820 x 530,700 x 430,"Gradus-Blätter, G 3277",24.- DM (DDR),Mädchenbilder,,Lichtdruck,!042497426!,42736064,,,,
Kbl 1965 C 61,"Rudolph, Wilhelm",131533231,Bildnis eines Offiziers,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1965,790 x 705,670 x 600,"Gradus-Blätter, G 3280",28.- DM (DDR),Ständebilder ; Soldaten,,Lichtdruck,!041319885!,42736064,,,,
Kbl 1965 C 62,"(Bellotto, B)[ernardo, gen.] Canaletto",,Gesamtansicht von Warschau mit d. Weichsel,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1965,820 x 1160,700 x 1060,Dresdner Meisterdruck. M 1194,34,,,Lichtdruck,,42736064,,,,
Kbl 1965 C 63,"Stilijanov, Hildegard",1012418375,Gisela erwartet Gäste,,Lichtdruck,Dresden,Verlag der Kunst,1965,630 x 520,550 x 460,[Gradus-Blätter] G 3268,22.- DM (DDR),Interieurs,,Lichtdruck,!118717517X!,42736064,,,,
Kbl 1965 C 64,"(Bellotto, B)[ernardo, gen.] Canaletto",,Warschau - Krakauer Vorstadt,,Mehrfarb. Lichtdruck,Dresden,Verl. d. Kunst,1965,670 x 800,550 x 705,Dresdner Meisterdruck. M 1193,26,,,Lichtdruck,,42736064,,,,
Kbl 1965 C 65,Theophanes der Grieche,118686682,Verklärung,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1965,720 x 520,600 x 430,"Dresdner Meisterdruck, M 1199",22.- DM (DDR),Ideenmalerei,,Lichtdruck,,42736064,,,,
Kbl 1965 C 66,"Cranach d. Ä., Lucas",118522582,Predella des Altars in der Stadtkirche Wittenberg,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1965,350 x 700,230 x 605,"Dresdner Meisterdruck, M 1196",14.- DM (DDR),"Bauliche Motive, Kirchen, Kapellen",,Lichtdruck,!041205650!,42736064,,,,
Kbl 1965 C 67,,,"Jugoslawische Ikone (Madonna), Zagreb",,Mehrfarb. Lichtdruck,Leipzig,Seemann,1965,,,,16.- DM (DDR),Marienbilder,,Lichtdruck,,42736064,,,,
Kbl 1965 C 68,"Signac, Paul",119425157,Ansicht von Saint-Tropez,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,490 x 560,400 x 500,,10,,"[Neuaufl.], FOK 15068",Offsetdruck,,41333357,,,,
Kbl 1965 C 69,"Gogh, Vincent van",118540416,Das gelbe Ährenfeld mit Zypressen,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,480 x 560,390 x 500,,10.- DM (DDR),"Flachland, Anonyme Landschaften",[Neuauflage],Offsetdruck,!962679267!,41333357,,,,
Kbl 1965 C 7,,,Grundrechenarten,"[II.] Hrsg. Vom Dt. Pädagog. Zentralinst., Dt. Zentralinst. F. Lehrmittel",Offsetdruck,Berlin,Volk und Wissen,1964,595 x 845,400 x 740,,,Mathematik,,Offsetdruck,!043084087!,41333357,,R. Lehmann,!004686144!,!004686209!
Kbl 1965 C 70,"Modigliani, Amadeo",118582941,Mädchenbildnis,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,595 x 420,505 x 360,,10.- DM (DDR),"Bildnisse, Anonym (Fortsetzung); Mütter-, Frauenbilder",[Neuauflage],Offsetdruck,!041207785!,41333357,,,,
Kbl 1965 C 71,"Renoir, Auguste",118599755,Badende auf einem Felsen,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,585 x 445,495 X 385,,10.- DM (DDR),Anonyme Motive: Akte,[Neuauflage],Offsetdruck,!963082795!,41333357,,,,
Kbl 1965 C 72,"Matisse, Henri",118578847,Notre Dame,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,590 x 460,500 x 400,,10.- DM (DDR),"Bauliche Motive, Kirchen, Kapellen",[Neuaufl.],Offsetdruck,!041205650!,41333357,,,,
Kbl 1965 C 73,"Cézanne, Paul",118519964,Der Knabe mit der roten Weste,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,595 x 460,500 x 400,,10.- DM (DDR),Knabenbilder,[Neuauflage],Offsetdruck,!042043026!,41333357,,,,
Kbl 1965 C 74,"Gogh, Vincent van",118540416,Kirche von Auvers,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,590 x 560,500 x 400,,10.- DM (DDR),"Bauliche Motive, Kirchen, Kapellen",[Neuaufl.],Offsetdruck,!041205650!,41333357,,,,
Kbl 1965 C 75,"Gogh, Vincent van",118540416,Kaffeeterrasse am Abend,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,590 x 460,500 x 400,,10,"Tageszeiten, Abend","[Neuaufl.], FOK Nr 15020",Offsetdruck,!946021406!,41333357,,,,
Kbl 1965 C 76,"Schirm, Carl C[owen]",117274933,Alte Heidebrücke,,Mehrfarb. Offsetdruck,Leipzig,Seemann,1965,680 x 850,555 x 725,,10.- DM (DDR),"Flachland, Bezeichnete Landschaften",,Offsetdruck,!962679267!,41333357,,,,
Kbl 1965 C 77,,,Malimo-Bindungsvorgang I,Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,860 x 1220,,,,Technik,,Offsetdruck,!041316169!,41333357,,Fritz Hampel,!004686144!,
Kbl 1965 C 78,,,Malimo-Bindungsvorgang II,Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,860 x 1220,,,,Technik,,Offsetdruck,!041316169!,41333357,,Fritz Hampel,!004686144!,
Kbl 1965 C 8,,,Grundrechenarten,[I.] Hrsg. Vom Dt. Pädagog. Zentralinst. F. Lehrmittel,Offsetdruck,Berlin,Volk und Wissen,1964,585 x 845,400 x 740,,,Mathematik,,Offsetdruck,!043084087!,41333357,,R. Lehmann,!004686144!F. Lehrmittel,
Kbl 1965 C 80,,,Aufbau von Werkzeugmaschinen,Hrsg. Vom. Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,860 x 1220,,,,Technik,,Offsetdruck,!041316169!,41333357,,Richard Dabers,!004686144!,
Kbl 1965 C 81,,,Hydraulischer Reglerblock für Druckregelung,Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,1220 x 860,,,,Technik,,Offsetdruck,!041316169!,41333357,,Fritz Hampel,!004686144!,
Kbl 1965 C 83,"Thoma, Hans",118622064,Der Wanderer,,Mehrfarb. Lichtdruck,Leipzig,Seemann,1965,530 x 620,400 x 500,,20.- DM (DDR),Landschaft g.,[Neuauflage],Lichtdruck,!04114354X!,42736064,,,,
Kbl 1965 C 9,"Stengel, Gerhard",118617680,"Leipzig, Karl-Marx-Platz mit Opernhaus",,Mehrfarb. Offsetdruck,Leipzig,Seemann,1964,440 x 580,350 x 500,,10.- DM (DDR),"Anonyme Motive, Verschiedene",,Offsetdruck,,41333357,,,,
Kbl 1966 A 4,"Liotard, Jean-Étienne",118780115,Schokoladenmädchen,,Mehrfarb. Autotypie,Leipzig,Seemann,1966,300 x 218,236 x 152,,"1,50 DM (DDR)","Bildnisse, Anonym (Fortsetzung); Mütter-, Frauenbilder",[Neuauflage],Autotypie,!041207785!,41437233,,,,
Kbl 1966 A 5,"Stößel, Johann Adam Philipp",130275255,Prospect der Reichs-Stadt Schweinfurth von der Abendseite,G[eorg] C[aspar] Raßdörfer sculps[it]: 1782,Orig.-Kupferstich,Schweinfurt,Histor. Verein,1965,213 x 290,134 x 161,[Historischer  Verein Schweinfurt e.V. Jahresgabe 1965],,,[Neudruck],Kupferstich,,04033760X,,,,
Kbl 1966 A 7,"Brauer, Johannes",11867336X,Echter Eisenhut,,Orig.-Farbradierung,Leipzig,Scholle-Verl.,1966,375 x 250,146 x 98,,15,"Blumenbilder, Christrosen",Best.Nr 80,Radierung,!041127943!,40481662,,,,
Kbl 1966 A 8,"Brauer, Johannes",11867336X,Winter in Fehrenbach,,Orig.-Holzschnitt,Leipzig,Scholle-Verl.,1966,340 x 230,158 x 112,,25,Bezeichnete Motive,Best.Nr H 68,Holzschnitt,,40257363,,,,
Kbl 1966 B 2,"Tacke, Eb[erhard]",142824623,Der erste Schöpfungstag,,Orig.-Radierung,[Berlin],E. Tacke,1966,510 x 365,298 x 186,,40.- DM,Altes Testament,,Radierung,,40481662,,,,
Kbl 1966 B 3,"Brauer, Johannes",11867336X,Ostseefischer,,Orig.-Radierung,[Leipzig],[Scholle-Verlag],1966,336 x 466,176 x 248,,35.- DM (DDR),Ständebilder ; Fischer,,Radierung,!04154465X!,40481662,,,,
Kbl 1966 B 4,"Brauer, Johannes",11867336X,Im Wald,,Orig.-Radierung,Leipzig,Scholle-Verl.,1966,498 x 374,332 x 245,,35,Anonyme Motive,Best.Nr 295,Radierung,,40481662,,,,
Kbl 1966 C 1,"Gogh, Vincent van",118540416,Fischfang im Frühling,,Mehrfarb. Autotypie,Leipzig,Seemann,1965,491 x 561,410 x 496,,"7,50",Anonyme Motive,FK 394,Autotypie,,41437233,,,,
Kbl 1966 C 18,"Kokoschka, Oskar",118564722,Karlsbrücke in Prag,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1966,620 x 800,500 x 700,"Gradus-Blätter, G 3282",4.- DM (DDR),"Bauliche Motive, Brücke",,Lichtdruck,,42736064,,,,
Kbl 1966 C 3,,,Die Haut,Säugetier - Vogel. Hrsg. Vom. Dt. Zentralinst. Dt Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,1220 x 855,1200 x 840,,,Zoologie,,Offsetdruck,!041854640!,41333357,,Robert Specht,!004686144!F. Lehrmittel,
Kbl 1966 C 33,,,Herzsprung-Russel-Diagramm,Autor: Dietmar Göckeritz. Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1966,1220 x 860,1060 x 770,,"Rohbogen 1,75 DM ; Leinwandaufzug 11,25 DM",Mathematik,,Offsetdruck,!043084087!,41333357,,,!004686144!,
Kbl 1966 C 34,,,[Handzeichen für Lehrer],[Autor: Maletzke] Hrsg. Vom Dt. Pädagog. Zentralinst.,Offsetdruck,Berlin,Volk und Wissen,1966,857 x 608,760 x 510,,Kartonbogen 1.- DM,Verschiedenes,,Offsetdruck,,41333357,,Steinert,!004686144!,
Kbl 1966 C 4,,,Zustandsschaubild Eisen-Kohlenstoff,Hrsg. Vom. Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,860 x 1220,730 x 1035,,,Technik,,Offsetdruck,!041316169!,41333357,,Richard Dabers,!004686144!,
Kbl 1966 C 5,,,Kipptrommelmischer Typ 1310.3,Hrsg. Vom Dt. Pädagog. Zentralinst.,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,855 x 1220,645 x 1070,,,Technik,,Offsetdruck,!041316169!,41333357,,Robert Specht,!004686144!,
Kbl 1966 C 56,"Probst, Johann Friedrich",,Berlin,[Begleitheft.]Berlin-Topographie aus dem Jahre 1768,Mehrfarb. Lichtdruck. [nach e. kolorierten Kupferstich. Nebst Begleitheft,Leipzig,Edition Leipzig,1966,408x1093,39x1064,,34,Städtebilder Ortschaften Bennante,in Kapsel,Lichtdruck,!041266978!,42736064,,,,
Kbl 1966 C 6,,,Drehstrom-Luftschütz,Hrsg. Vom Dt. Pädagog. Zentralinst. Dt. Zentralinst. F. Lehrmittel,Mehrfarb. Offsetdruck,Berlin,Volk und Wissen,1965,855 x 1220,770 x 1115,,,Technik,,Offsetdruck,!041316169!,41333357,,Gröschke,!004686144!F. Lehrmittel,
Kbl 1966 C 75,"Probst, Joh[ann] Friedrich",,Berlin 1755-68,[Kolorierter Kupferstich].,Lichtdruck. ([Nebst] Erl.),"(München, Berlin",Herbig,1966),408x1092,38x1064,,"In Kapsel 34,00",Städtebilder Ortschaften Bennante,"(Erl. Kiem, Egon): Berlin Topographie aus d. Jahr 1766 von Johann Friedrich Probst.13 S. 8°",Lichtdruck,!041266978!,42736064,,,,
Kbl 1967 A 10,"Peeaert, de",,Le Dom a Asschaffenburg {Baviere},Der Dom zu Asschaffenburg [!] {Baiern}. Asschafenburg Cathédral {Bavaria},Mehrfarb. Offsetdruck,Aschaffenburg,Buntpapierfabrik A. Nees & Co,,296 x 210,272 x 210,,,"Bauliche Motive, Kirchen, Kapellen",,Offsetdruck,!041205650!,41333357,,,,
Kbl 1967 A 12,"Brauer, Johannes",11867336X,Braunbär,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,500 x 330,285 x 195,,35,"Tierbilder, Bär",Best.Nr 466,Radierung,!042141532!,40481662,,,,
Kbl 1967 A 23,"Brauer, Johannes",11867336X,"Hirsch, Vierzehnender",,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,365 x 240,240 x 160,,24,"Tierbilder, Rotwild, Hirsche",Best.Nr 148,Radierung,!041931025!,40481662,,,,
Kbl 1967 A 24,"Jawlensky, [Alexej von]",118557157,Mondlicht,,Mehrfarb. Autotypie,Esslingen,Fingerle & Co.,1962,300 x 210,260 x 195,,2.- DM (BRD),Abstrakte Malerei,,Autotypie,!1083270532!,41437233,,,,
Kbl 1967 A 31,"Rubljow, Andrei [Rublev, Andrej]",118603620,Dreifaltigkeit,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1967,420 x 340,350 x 280,[Dresdner Meisterdrucke] M 1217,10.- DM (DDR),Ikonen,,Lichtdruck,!972320652!,42736064,,,,
Kbl 1967 A 32,,,Gottesmutter von Wladimir,Byzantinische Ikone. 1. Hälfte d. 12. Jh.,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1967,420 x 340,360 x 220,"Dresdner Meisterdrucke, M 1167",10.- DM (DDR),Marienbilder,,Lichtdruck,,42736064,,,,
Kbl 1967 A 33,"Brauer, Johannes",11867336X,Hase,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Hase",Best.Nr 645,Radierung,!949331783!,40481662,,,,
Kbl 1967 A 34,"Brauer, Johannes",11867336X,Seehund,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Verschiedenes",Best.Nr 652,Radierung,!041854640!,40481662,,,,
Kbl 1967 A 35,"Brauer, Johannes",11867336X,Sie brüten stumpfen Blicks dahin,,Orig.-Tonholzschnitt,Leipzig,Scholle-Verlag,1967,370 x 240,370 x 160,,30.- DM (DDR),Ideenmalerei,,Holzschnitt,,40257363,,,,
Kbl 1967 A 36,"Brauer, Johannes",11867336X,Gefesselt und ausgezogen,,Orig.-Tonholzschn.,Leipzig,Scholle-Verlag,1967,365 x 240,230 x 160,,30.- DM (DDR),Allegorie,,Holzschnitt,,40257363,,,,
Kbl 1967 A 37,"Linke, Siegfried",141446897,Aschenputtel,,Mehrfarb. Offsetdruck,[Reichenbach i. V.],[Bild und Heimat],1967,350 x 170,,,"4,50 DM (DDR)",Märchen,,Offsetdruck,!041319869!,41333357,,,,
Kbl 1967 A 39,"Linke, Siegfried",141446897,Bremer Stadtmusikanten,,Mehrfarb. Offsetdruck,[Reichenbach i. V.],[Bild und Heimat],1967,350 x 170,,,"4,50 DM (DDR)",Märchen,,Offsetdruck,!041319869!,41333357,,,,
Kbl 1967 A 40,"(Bech, Lotte)",133328325,(Rote Heckenkirsche),,Mehrfarb. Offsetdruck,[Reichenbach i. V.],[Bild und Heimat],1967,310 x 145,,,"3,50 DM (DDR)","Bäume und Sträucher, Kirschbaum",,Offsetdruck,!954691814!,41333357,,,,
Kbl 1967 A 41,"(Bech, Lotte)",133328325,(Japanische Quitte),,Mehrfarb. Offsetdruck,[Reichenbach i. V.],[Bild und Heimat],1967,310 x 145,,,"3,50 DM (DDR)","Bäume und Sträucher, Quitte",,Offsetdruck,!979941288!,41333357,,,,
Kbl 1967 A 42,"(Bech, Lotte)",133328325,(Kornelkirsche),,Mehrfarb. Offsetdruck,[Reichenbach i. V.],[Bild und Heimat],1967,310 x 145,,,"3,50 DM (DDR)","Bäume und Sträucher, Kirschbaum",,Offsetdruck,!954691814!,41333357,,,,
Kbl 1967 A 43,"Lietz, Heinrich",14312708X,Dünenlandschaft,,Mehrfarb. Offsetdr.,Reichenbach i. V.,Bild u. Heimat,1967,480 x 360,360 x 250,,"6,50",Anonyme Motive,Best.Nr WC 24,Offsetdruck,,41333357,,,,
Kbl 1967 A 44,"Schieber, Wilhelm",1031302743,Spreewald,,Mehrfarb. Offsetdr.,Reichenbach i. V.,Bild und Heimat,1967,360 x 480,245 x 320,,6,"Bezeichnete Motive, Fluß und Bachmotive",Best.Nr WD 25,Offsetdruck,!041548930!,41333357,,,,
Kbl 1967 A 45,"Uhlig, Irmgard",135632331,Elbsandsteingebirge,,Mehrfarb. Offsetdr.,Reichenbach i. V.,Bild u. Heimat,1967,480 x 360,360 x 250,,"6,50","Gebirgs- u. Hügellandschaft, Bezeichnete Motive",Best.Nr WC 23,Offsetdruck,!041561457!,41333357,,,,
Kbl 1967 A 46,"Tacke, Eb[erhard]",142824623,Fischerhaus auf Hiddensee,,Orig.-Radierung,"1054 Berlin, Wilhelm-Pieck-Str. 43",E. Tacke,1967,100 x 140,50 x 125,,3,"Inseln, Halbinseln","als Klappkarte, auch in anderen Formaten lieferbar",Radierung,!041618513!,40481662,,,,
Kbl 1967 A 47,"Tacke, Eb[erhard]",142824623,Albert Schweitzer,,Orig.-Radierung,"Berlin, Wilhelm Pieck Str. 43",E. Tacke,1967,140 x 100,110 x 85,,3,"Bildnisse, benannt (Fort.)",als Klappkarte,Radierung,,40481662,,,,
Kbl 1967 A 48,"Tacke, Eb[erhard]",142824623,Sanddorn,,Handkolor. Orig.-Radierung,"[1054 Berlin, Wilhelm-Pieck-Str. 43]",[E. Tacke],1967,100 x 140,80 x 115,,5.- DM,Bäume und Sträucher,als Klappkarte,Radierung,!041126750!,40481662,,,,
Kbl 1967 A 49,"Tacke, Eb[erhard]",142824623,Fünf Märchen,,Handkolor. Orig.-Radierung,"[1054 Berlin, Wilhelm-Pieck-Str. 43]",[E. Tacke],1967,365 x 240,210 x 160,,15.- DM,Märchen,,Radierung,!041319869!,40481662,,,,
Kbl 1967 A 50,"Tacke, Eb[erhard]",142824623,Prediger in der Wüste,,Orig.-Radierung,Berlin,E. Tacke,1967,255 x 360,175 x 215,,20.- DM,Allegorie,[Neuaufl.],Radierung,,40481662,,,,
Kbl 1967 A 55,"Brauer, Johannes",11867336X,Wald im Winter,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,250 x 160,,20,Anonyme Motive,Best.Nr 658,Radierung,,40481662,,,,
Kbl 1967 A 56,"Brauer, Johannes",11867336X,Elch,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Verschiedenes",Best.Nr 642,Radierung,!041854640!,40481662,,,,
Kbl 1967 A 57,"Brauer, Johannes",11867336X,Rehbock,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Rotwild, Rehe",Best.Nr 648,Radierung,!042015332!,40481662,,,,
Kbl 1967 A 58,"Brauer, Johannes",11867336X,Wildschwein,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Wildschw.",Best.Nr 653,Radierung,!956127045!,40481662,,,,
Kbl 1967 A 59,"Brauer, Johannes",11867336X,Tiger,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Tiger",Best.Nr 646,Radierung,!042242134!,40481662,,,,
Kbl 1967 A 6,"Brauer, Johannes",11867336X,Kröte,,Orig.-Holzschnitt,Leipzig,Scholle-Verl.,1966,225 x 330,113 x 141,,25,"Tierbilder, Frosch",Best.Nr H 88,Holzschnitt,!041391713!,40257363,,,,
Kbl 1967 A 60,"Brauer, Johannes",11867336X,Kampfläufer,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Verschiedenes",Best.Nr 651,Radierung,!041854640!,40481662,,,,
Kbl 1967 A 61,"Brauer, Johannes",11867336X,Mähnenschafe,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Schafe",Best.Nr 649,Radierung,!042634970!,40481662,,,,
Kbl 1967 A 62,"Brauer, Johannes",11867336X,Stute und Fohlen,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Pferd",Best.Nr 647,Radierung,!041921526!,40481662,,,,
Kbl 1967 A 63,"Brauer, Johannes",11867336X,Biber,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Verschiedenes",Best. Nr 641,Radierung,!041854640!,40481662,,,,
Kbl 1967 A 64,"Brauer, Johannes",11867336X,Braunbär,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,370 x 240,150 x 160,,10,"Tierbilder, Bär",Best.Nr 650,Radierung,!042141532!,40481662,,,,
Kbl 1967 A 7,"Brauer, Johannes",11867336X,Königseiderente,,Orig.-Holzschnitt,Leipzig,Scholle-Verl.,1966,225 x 330,115 x 140,,25,"Tierbilder, Geflügel, Enten",Best.Nr H 89,Holzschnitt,!1023926253!,40257363,,,,
Kbl 1967 A 8,"Brauer, Johannes",11867336X,Antilope,,Orig.-Holzschnitt,Leipzig,Scholle-Verl.,1966,225 x 330,115 x 140,,25,"Tierbilder, Antilope",Best.Nr H 91,Holzschnitt,!986617822!,40257363,,,,
Kbl 1967 A 9,"Degas, Edgar",118524291,Konzertcafé,,Mehrfarb. Lichtdruck,Dresden,Verlag der Kunst,1966,400 x 300,320 x 240,"Sammlung Kleiner Drucke, S 52",4.- DM (DDR),Interieurs,,Lichtdruck,!118717517X!,42736064,,,,
Kbl 1967 B 1,"Denecke, Walter",11935537X,Grusinisches Stilleben,,Mehrfarb. Offsetdruck,Reichenbach/V.,Bild und Heimat,1967,360 x 480,244 x 320,,6,"Stilleben, allg.",WD 16,Offsetdruck,!989870758!,41333357,,,,
Kbl 1967 B 11,"Tacke, Eb[erhard]",142824623,Emil Fuchs,,Orig.-Radierung,"[1054 Berlin, Wilhelm-Pieck-Str. 43]",[E. Tacke],1967,500 x 370,300 x 240,,30.- DM,Benannte Bildnisse ; F,,Radierung,,40481662,,,,
Kbl 1967 B 13,"Brauer, Johannes",11867336X,Zirkusballett,,Orig.-Radierung,[Leipzig],[Scholle-Verlag],1967,415 x 295,215 x 155,,25.- DM (DDR),Tänzerin,,Radierung,!943261732!,40481662,,,,
Kbl 1967 B 14,"Brauer, Johannes",11867336X,Vorstehhund,,Orig.-Radierung,Leipzig,Scholle-Verl.,1967,465 x 295,210 x 160,,9,"Tierbilder, Hunde",Best.Nr 129,Radierung,!041204662!,40481662,,,,
Kbl 1967 B 15,"Brauer, Johannes",11867336X,Boxer von vorn,,,Leipzig,Scholle-Verl.,1967,490 x 330,180 x 130,,12,"Tierbilder, Hunde",Best.Nr 501,,!041204662!,,,,,
Kbl 1967 B 2,"Rahm, Walter",1015468438,Garten im Frühling,,Mehrfarb. Offsetdruck,Reichenbach/V.,Bild und Heimat,1966,480 x 360,360 x 250,,"6,50",Gartenbilder,WC 19,Offsetdruck,!041213106!,41333357,,,,
Kbl 1967 B 21,"Kirchhof, Peter K.",,Zwei Freundinnen,"""Nimm zwei""",Orig.-Radierung,[Freiburg i. Br.],"[Johanna Schiessel, Abstracta-Verlag]",1966,390 x 540,180 x 250,,50.- DM (BRD),Anonyme Motive: Akte,,Radierung,!963082795!,40481662,,,,
Kbl 1967 B 22,"Kirchhof, Peter K.",,Uschi,,Orig.-Radierung,[Freiburg i. Br.],"[Johanna Schiessel, Abstracta-Verlag]",1966,530 x 390,235 x 150,,50.- DM (BRD),Anonyme Motive: Akte,,Radierung,!963082795!,40481662,,,,
Kbl 1967 B 25,"Morell, Piet",,[Verfolgungsbild] Auf der Suche nach der verlorenen Zeit,,Orig.-Radierung,Freiburg i. Br.,"Johanna Schiessel, Abstracta-Verlag",1966,395 x 535,157 x 275,,50.- DM (BRD),Allegorie,,Radierung,,40481662,,,,
Kbl 1967 B 4,"Denecke, Walter",11935537X,"Tirnovo, eine bulgarische Stadt",,Mehrfarb. Offsetdruck,Reichenbach/V.,Bild und Heimat,1966,360 x 480,254 x 350,,"6,50",,"WC 18, H 1/2 1967",Offsetdruck,,41333357,,,,
Kbl 1967 B 5,"Brauer, Johannes",11867336X,Walpurgisnacht,,Orig.-Radierung,Leipzig,Scholle-Verlag,1967,425 x 300,205 x 165,,35.- DM (DDR),Allegorie,,Radierung,,40481662,,,,
